,Open,High,Low,Close,Adj Close,Volume
2021-11-09 13:30:00,1043.8299560546875,1060.9300537109375,1027.2900390625,1050.18994140625,1050.18994140625,5610352
2021-11-09 14:30:00,1050.3099365234375,1052.7099609375,1024.449951171875,1024.949951171875,1024.949951171875,5163438
2021-11-09 15:30:00,1024.780029296875,1031.68994140625,1011.52001953125,1023.510009765625,1023.510009765625,5229288
2021-11-10 09:30:00,1010.4099731445312,1074.0,987.3099975585938,1069.1571044921875,1069.1571044921875,16659921
2021-11-10 10:30:00,1069.0,1078.0999755859375,1064.6280517578125,1067.3399658203125,1067.3399658203125,4909510
2021-11-10 11:30:00,1066.8499755859375,1071.0,1050.800048828125,1050.800048828125,1050.800048828125,2861072
2021-11-10 12:30:00,1051.31005859375,1068.25,1048.0,1048.3260498046875,1048.3260498046875,3492110
2021-11-10 13:30:00,1048.324951171875,1059.869873046875,1030.0,1030.6500244140625,1030.6500244140625,2830500
2021-11-10 14:30:00,1030.110107421875,1067.0,1012.5,1062.25,1062.25,6051992
2021-11-10 15:30:00,1062.3599853515625,1075.4300537109375,1052.449951171875,1067.760009765625,1067.760009765625,4117217
2021-11-11 09:30:00,1102.77001953125,1104.969970703125,1054.6800537109375,1070.7298583984375,1070.7298583984375,10058156
2021-11-11 10:30:00,1069.4560546875,1082.0849609375,1065.4200439453125,1072.1400146484375,1072.1400146484375,3274931
2021-11-11 11:30:00,1072.1761474609375,1077.237548828125,1061.41015625,1065.059326171875,1065.059326171875,2060320
2021-11-11 12:30:00,1065.0,1072.3199462890625,1057.0,1060.422607421875,1060.422607421875,1687918
2021-11-11 13:30:00,1060.31494140625,1068.9000244140625,1056.050048828125,1067.2049560546875,1067.2049560546875,1629162
2021-11-11 14:30:00,1067.0849609375,1071.18994140625,1061.18994140625,1064.5804443359375,1064.5804443359375,1619352
2021-11-11 15:30:00,1064.52001953125,1065.3900146484375,1060.0,1063.510009765625,1063.510009765625,1359666
2021-11-12 09:30:00,1047.5,1054.5,1028.0,1046.7950439453125,1046.7950439453125,6696872
2021-11-12 10:30:00,1046.8399658203125,1047.5,1031.25,1031.670654296875,1031.670654296875,3063932
2021-11-12 11:30:00,1031.6199951171875,1032.199951171875,1019.2000122070312,1027.1300048828125,1027.1300048828125,3734140
2021-11-12 12:30:00,1027.2841796875,1036.25,1021.1099853515625,1025.5699462890625,1025.5699462890625,3202101
2021-11-12 13:30:00,1025.5799560546875,1036.9998779296875,1021.3499755859375,1025.135009765625,1025.135009765625,2664521
2021-11-12 14:30:00,1025.135009765625,1030.5999755859375,1022.1099853515625,1028.1199951171875,1028.1199951171875,2395093
2021-11-12 15:30:00,1028.1800537109375,1035.469970703125,1027.10009765625,1033.5,1033.5,2741470
2021-11-15 09:30:00,1018.125,1019.7899780273438,982.030029296875,983.02001953125,983.02001953125,10051800
2021-11-15 10:30:00,983.1387939453125,994.8499755859375,978.5999755859375,989.6099853515625,989.6099853515625,5298533
2021-11-15 11:30:00,989.6599731445312,998.613525390625,985.0,988.64501953125,988.64501953125,3174773
2021-11-15 12:30:00,988.6500244140625,993.5,986.5,988.833984375,988.833984375,1903935
2021-11-15 13:30:00,989.0,990.0,983.3800048828125,985.40478515625,985.40478515625,1941597
2021-11-15 14:30:00,985.4899291992188,1031.97998046875,984.5410766601562,1018.0900268554688,1018.0900268554688,8299519
2021-11-15 15:30:00,1017.969970703125,1018.919921875,1003.5001220703125,1013.6900024414062,1013.6900024414062,3105646
2021-11-16 09:30:00,1003.3099975585938,1057.199951171875,1002.1799926757812,1046.31005859375,1046.31005859375,11000886
2021-11-16 10:30:00,1046.425048828125,1055.3399658203125,1040.1099853515625,1045.2259521484375,1045.2259521484375,3259333
2021-11-16 11:30:00,1045.303955078125,1047.3699951171875,1035.9200439453125,1043.5450439453125,1043.5450439453125,2176392
2021-11-16 12:30:00,1043.8499755859375,1054.5198974609375,1038.0699462890625,1048.0799560546875,1048.0799560546875,2438797
2021-11-16 13:30:00,1047.6429443359375,1053.2498779296875,1044.1800537109375,1044.8900146484375,1044.8900146484375,1773200
2021-11-16 14:30:00,1045.0499267578125,1048.679931640625,1038.0,1043.2530517578125,1043.2530517578125,2186827
2021-11-16 15:30:00,1043.030029296875,1057.0,1043.010009765625,1054.5400390625,1054.5400390625,2348845
2021-11-17 09:30:00,1063.510009765625,1095.6099853515625,1055.5,1092.6624755859375,1092.6624755859375,8748118
2021-11-17 10:30:00,1092.518798828125,1119.6400146484375,1089.1099853515625,1099.3299560546875,1099.3299560546875,7445645
2021-11-17 11:30:00,1099.6800537109375,1102.9798583984375,1083.550048828125,1086.0,1086.0,3139919
2021-11-17 12:30:00,1085.8900146484375,1091.469970703125,1072.219970703125,1086.7197265625,1086.7197265625,3382848
2021-11-17 13:30:00,1086.3299560546875,1101.469970703125,1082.1199951171875,1098.469970703125,1098.469970703125,2998146
2021-11-17 14:30:00,1098.51953125,1102.989990234375,1084.0001220703125,1088.260009765625,1088.260009765625,3095006
2021-11-17 15:30:00,1088.433837890625,1097.56005859375,1088.433837890625,1089.4000244140625,1089.4000244140625,1592919
2021-11-18 09:30:00,1106.550048828125,1112.0,1085.9599609375,1093.300048828125,1093.300048828125,6350406
2021-11-18 10:30:00,1093.9200439453125,1105.4100341796875,1093.260009765625,1098.43994140625,1098.43994140625,2290966
2021-11-18 11:30:00,1098.4200439453125,1108.989990234375,1090.090087890625,1094.5400390625,1094.5400390625,2516966
2021-11-18 12:30:00,1094.3428955078125,1099.2099609375,1078.4749755859375,1083.6910400390625,1083.6910400390625,3095725
2021-11-18 13:30:00,1083.3399658203125,1085.3922119140625,1075.02001953125,1081.0,1081.0,1677286
2021-11-18 14:30:00,1081.010009765625,1098.47998046875,1078.0,1097.130126953125,1097.130126953125,1996113
2021-11-18 15:30:00,1097.1300048828125,1102.0,1091.0400390625,1096.3699951171875,1096.3699951171875,2189114
2021-11-19 09:30:00,1101.43994140625,1109.6099853515625,1093.5450439453125,1098.719970703125,1098.719970703125,4870913
2021-11-19 10:30:00,1099.074951171875,1109.3599853515625,1095.989990234375,1106.0699462890625,1106.0699462890625,1993201
2021-11-19 11:30:00,1106.14501953125,1108.4000244140625,1099.8599853515625,1106.175048828125,1106.175048828125,1667611
2021-11-19 12:30:00,1106.1910400390625,1118.64892578125,1104.5296630859375,1114.1700439453125,1114.1700439453125,2238861
2021-11-19 13:30:00,1114.255859375,1126.5,1113.4000244140625,1123.699951171875,1123.699951171875,2787446
2021-11-19 14:30:00,1123.6099853515625,1138.7198486328125,1122.0400390625,1137.75,1137.75,3861284
2021-11-19 15:30:00,1137.949951171875,1138.5699462890625,1127.0,1137.1199951171875,1137.1199951171875,2695299
2021-11-22 09:30:00,1163.3800048828125,1194.6600341796875,1156.550048828125,1187.5999755859375,1187.5999755859375,8728194
2021-11-22 10:30:00,1187.25,1201.949951171875,1181.0,1183.949951171875,1183.949951171875,4487126
2021-11-22 11:30:00,1183.9200439453125,1190.18994140625,1132.4300537109375,1169.8116455078125,1169.8116455078125,6898209
2021-11-22 12:30:00,1170.0517578125,1184.89990234375,1167.610107421875,1183.489990234375,1183.489990234375,3417225
2021-11-22 13:30:00,1183.6600341796875,1185.199951171875,1165.7701416015625,1172.030029296875,1172.030029296875,2442575
2021-11-22 14:30:00,1172.22998046875,1190.93994140625,1170.3599853515625,1177.0,1177.0,2898201
2021-11-22 15:30:00,1177.0,1184.969970703125,1153.02001953125,1156.050048828125,1156.050048828125,2477475
2021-11-23 09:30:00,1167.510009765625,1180.449951171875,1145.0,1145.696044921875,1145.696044921875,7034765
2021-11-23 10:30:00,1145.25,1152.81005859375,1112.1800537109375,1125.4100341796875,1125.4100341796875,6145188
2021-11-23 11:30:00,1125.300048828125,1136.3299560546875,1116.0,1116.1600341796875,1116.1600341796875,2626609
2021-11-23 12:30:00,1116.4100341796875,1122.849853515625,1075.3800048828125,1079.5882568359375,1079.5882568359375,5014332
2021-11-23 13:30:00,1079.4100341796875,1092.139892578125,1062.699951171875,1070.4000244140625,1070.4000244140625,6454823
2021-11-23 14:30:00,1070.0,1101.849853515625,1066.5999755859375,1091.8800048828125,1091.8800048828125,4474771
2021-11-23 15:30:00,1092.02001953125,1114.6300048828125,1090.68994140625,1108.81005859375,1108.81005859375,3226516
2021-11-24 09:30:00,1080.3900146484375,1120.0,1062.0,1111.68994140625,1111.68994140625,8607772
2021-11-24 10:30:00,1112.0,1125.93994140625,1102.7099609375,1123.0799560546875,1123.0799560546875,3487042
2021-11-24 11:30:00,1123.52001953125,1127.8800048828125,1110.3399658203125,1112.3099365234375,1112.3099365234375,1863941
2021-11-24 12:30:00,1111.7701416015625,1127.5,1111.22998046875,1124.17431640625,1124.17431640625,1560800
2021-11-24 13:30:00,1124.050048828125,1130.5999755859375,1111.6900634765625,1120.0587158203125,1120.0587158203125,2370923
2021-11-24 14:30:00,1120.7099609375,1132.77001953125,1120.2230224609375,1127.7149658203125,1127.7149658203125,1694252
2021-11-24 15:30:00,1127.9102783203125,1128.8199462890625,1111.5,1115.8499755859375,1115.8499755859375,2059375
2021-11-26 09:30:00,1099.469970703125,1108.78271484375,1081.449951171875,1102.449951171875,1102.449951171875,4954776
2021-11-26 10:30:00,1102.6800537109375,1106.619873046875,1084.3900146484375,1093.175048828125,1093.175048828125,2401584
2021-11-26 11:30:00,1092.8499755859375,1098.1700439453125,1088.010009765625,1091.7750244140625,1091.7750244140625,1697599
2021-11-26 13:00:00,1091.47998046875,1092.969970703125,1081.0,1083.969970703125,1083.969970703125,0
2021-11-29 09:30:00,1100.989990234375,1139.4898681640625,1100.18994140625,1124.2550048828125,1124.2550048828125,6506994
2021-11-29 10:30:00,1124.691162109375,1139.0,1122.25,1133.4000244140625,1133.4000244140625,2696320
2021-11-29 11:30:00,1133.675048828125,1138.8800048828125,1129.699951171875,1132.4649658203125,1132.4649658203125,1439071
2021-11-29 12:30:00,1132.4000244140625,1142.6700439453125,1127.780029296875,1131.739990234375,1131.739990234375,2359972
2021-11-29 13:30:00,1131.6300048828125,1134.3299560546875,1121.219970703125,1125.89501953125,1125.89501953125,1825649
2021-11-29 14:30:00,1125.6700439453125,1134.4998779296875,1123.800048828125,1133.6497802734375,1133.6497802734375,1480504
2021-11-29 15:30:00,1133.4599609375,1137.800048828125,1130.739990234375,1136.97998046875,1136.97998046875,1817540
2021-11-30 09:30:00,1144.3699951171875,1168.0,1144.004150390625,1162.8699951171875,1162.8699951171875,6562747
2021-11-30 10:30:00,1163.300048828125,1166.5,1126.0,1131.199951171875,1131.199951171875,5269359
2021-11-30 11:30:00,1130.52001953125,1135.8599853515625,1118.0,1131.31494140625,1131.31494140625,3247689
2021-11-30 12:30:00,1130.8900146484375,1141.949951171875,1125.199951171875,1126.4952392578125,1126.4952392578125,2089177
2021-11-30 13:30:00,1126.530029296875,1143.5699462890625,1125.530029296875,1138.52001953125,1138.52001953125,1840965
2021-11-30 14:30:00,1138.68994140625,1142.31005859375,1129.52001953125,1133.550048828125,1133.550048828125,1857578
2021-11-30 15:30:00,1133.6500244140625,1146.75,1133.449951171875,1144.9200439453125,1144.9200439453125,2098568
2021-12-01 09:30:00,1160.6949462890625,1172.83984375,1147.5999755859375,1149.6400146484375,1149.6400146484375,5872109
2021-12-01 10:30:00,1149.5999755859375,1163.2099609375,1148.52001953125,1156.780029296875,1156.780029296875,2274784
2021-12-01 11:30:00,1157.0400390625,1158.1099853515625,1145.06005859375,1149.0,1149.0,2134140
2021-12-01 12:30:00,1149.31005859375,1154.25,1135.1600341796875,1142.219970703125,1142.219970703125,2182647
2021-12-01 13:30:00,1142.311279296875,1144.14990234375,1118.0,1130.550048828125,1130.550048828125,2706088
2021-12-01 14:30:00,1130.5,1131.3499755859375,1090.760009765625,1106.0,1106.0,3867445
2021-12-01 15:30:00,1105.1656494140625,1118.1099853515625,1093.1500244140625,1094.219970703125,1094.219970703125,2873226
2021-12-02 09:30:00,1099.06005859375,1113.0,1060.5999755859375,1077.0400390625,1077.0400390625,7669290
2021-12-02 10:30:00,1077.352783203125,1100.2449951171875,1056.6500244140625,1097.5400390625,1097.5400390625,4957511
2021-12-02 11:30:00,1097.5400390625,1100.0,1079.550048828125,1096.829345703125,1096.829345703125,2479275
2021-12-02 12:30:00,1096.8299560546875,1097.7198486328125,1073.10009765625,1075.4000244140625,1075.4000244140625,2058546
2021-12-02 13:30:00,1075.550048828125,1086.06005859375,1069.0699462890625,1084.2198486328125,1084.2198486328125,2092472
2021-12-02 14:30:00,1083.3800048828125,1091.0,1070.8399658203125,1078.4000244140625,1078.4000244140625,2386118
2021-12-02 15:30:00,1078.47998046875,1087.6500244140625,1077.969970703125,1084.530029296875,1084.530029296875,1592966
2021-12-03 09:30:00,1084.7900390625,1090.5753173828125,1038.2801513671875,1049.08984375,1049.08984375,6717825
2021-12-03 10:30:00,1048.93994140625,1052.0,1006.7100219726562,1026.6600341796875,1026.6600341796875,6397035
2021-12-03 11:30:00,1026.5899658203125,1030.8798828125,1008.0999755859375,1018.3800048828125,1018.3800048828125,4234327
2021-12-03 12:30:00,1018.5700073242188,1032.7099609375,1014.1199951171875,1026.510009765625,1026.510009765625,2839150
2021-12-03 13:30:00,1027.131591796875,1027.131591796875,1014.594970703125,1022.1950073242188,1022.1950073242188,2138691
2021-12-03 14:30:00,1022.5399169921875,1022.5399780273438,1003.8499755859375,1017.0999755859375,1017.0999755859375,3530112
2021-12-03 15:30:00,1016.969970703125,1023.9199829101562,1000.2100219726562,1015.1400146484375,1015.1400146484375,3360699
2021-12-06 09:30:00,1001.510009765625,1003.0198974609375,953.0,992.3599853515625,992.3599853515625,11005415
2021-12-06 10:30:00,992.239990234375,995.0,970.77001953125,978.6201171875,978.6201171875,3421792
2021-12-06 11:30:00,979.2070922851562,993.4498901367188,974.489990234375,990.9099731445312,990.9099731445312,2396523
2021-12-06 12:30:00,990.969970703125,1013.4000244140625,990.11328125,1011.5198974609375,1011.5198974609375,3824981
2021-12-06 13:30:00,1011.8900146484375,1021.6400146484375,1004.5692749023438,1018.7059936523438,1018.7059936523438,2424861
2021-12-06 14:30:00,1018.7249755859375,1019.9899291992188,1002.5,1008.2000122070312,1008.2000122070312,2129711
2021-12-06 15:30:00,1008.47998046875,1010.6298828125,1003.010009765625,1008.3699951171875,1008.3699951171875,1364750
2021-12-07 09:30:00,1044.199951171875,1053.4599609375,1030.530029296875,1046.0869140625,1046.0869140625,5898228
2021-12-07 10:30:00,1046.22998046875,1050.2900390625,1026.81005859375,1033.7181396484375,1033.7181396484375,2979021
2021-12-07 11:30:00,1033.68505859375,1046.7999267578125,1031.219970703125,1044.989990234375,1044.989990234375,1821346
2021-12-07 12:30:00,1044.7177734375,1048.47998046875,1040.0999755859375,1045.614990234375,1045.614990234375,1220918
2021-12-07 13:30:00,1045.68505859375,1057.6739501953125,1044.0,1054.030029296875,1054.030029296875,2050033
2021-12-07 14:30:00,1054.1600341796875,1054.39990234375,1041.0899658203125,1043.6099853515625,1043.6099853515625,1661301
2021-12-07 15:30:00,1043.199951171875,1052.7900390625,1042.9449462890625,1051.719970703125,1051.719970703125,1656656
2021-12-08 09:30:00,1052.7099609375,1055.010009765625,1034.3275146484375,1039.2900390625,1039.2900390625,4237004
2021-12-08 10:30:00,1039.5638427734375,1048.64990234375,1035.5587158203125,1047.22998046875,1047.22998046875,1699687
2021-12-08 11:30:00,1047.1800537109375,1050.35986328125,1044.550048828125,1047.3699951171875,1047.3699951171875,985763
2021-12-08 12:30:00,1047.2750244140625,1067.1600341796875,1046.1800537109375,1066.95849609375,1066.95849609375,2191291
2021-12-08 13:30:00,1067.09423828125,1067.77001953125,1057.4000244140625,1060.9576416015625,1060.9576416015625,1411944
2021-12-08 14:30:00,1061.1199951171875,1071.989990234375,1060.5679931640625,1070.52001953125,1070.52001953125,1603233
2021-12-08 15:30:00,1070.491455078125,1072.3800048828125,1067.469970703125,1068.0999755859375,1068.0999755859375,1103571
2021-12-09 09:30:00,1060.6400146484375,1062.489990234375,1036.2099609375,1036.7349853515625,1036.7349853515625,4803168
2021-12-09 10:30:00,1036.47998046875,1040.6199951171875,1028.5001220703125,1036.3160400390625,1036.3160400390625,2732195
2021-12-09 11:30:00,1036.0941162109375,1039.6199951171875,1028.260009765625,1030.5999755859375,1030.5999755859375,1646815
2021-12-09 12:30:00,1030.5450439453125,1034.0,1021.5,1022.3599853515625,1022.3599853515625,1797679
2021-12-09 13:30:00,1022.3150024414062,1024.5400390625,1011.8699951171875,1017.5349731445312,1017.5349731445312,2797460
2021-12-09 14:30:00,1017.2501220703125,1019.4298706054688,1005.030029296875,1005.2100219726562,1005.2100219726562,2373790
2021-12-09 15:30:00,1005.5999755859375,1012.0,1002.3599853515625,1003.4199829101562,1003.4199829101562,2525696
2021-12-10 09:30:00,1008.75,1012.80859375,982.7999877929688,999.3297729492188,999.3297729492188,7357567
2021-12-10 10:30:00,999.5599975585938,1007.0,986.3099975585938,1006.0,1006.0,2857978
2021-12-10 11:30:00,1006.3699951171875,1019.4993896484375,1002.1699829101562,1012.97998046875,1012.97998046875,2600124
2021-12-10 12:30:00,1012.8786010742188,1020.3200073242188,1004.3099975585938,1018.0817260742188,1018.0817260742188,1795114
2021-12-10 13:30:00,1018.1199951171875,1020.9796752929688,1012.0,1013.760009765625,1013.760009765625,1302453
2021-12-10 14:30:00,1013.885009765625,1018.5899047851562,1007.3934936523438,1015.6599731445312,1015.6599731445312,1470613
2021-12-10 15:30:00,1015.4500122070312,1019.0,1015.4000244140625,1016.6900024414062,1016.6900024414062,1338902
2021-12-13 09:30:00,1001.0900268554688,1005.0,965.8209838867188,969.9000244140625,969.9000244140625,7810143
2021-12-13 10:30:00,969.8699951171875,972.8399047851562,957.6500244140625,960.47998046875,960.47998046875,4461931
2021-12-13 11:30:00,960.6900024414062,968.9569091796875,957.2100219726562,965.9899291992188,965.9899291992188,2817678
2021-12-13 12:30:00,965.5999755859375,967.9600219726562,958.72998046875,960.1950073242188,960.1950073242188,1609429
2021-12-13 13:30:00,960.2000122070312,964.7000122070312,951.4199829101562,963.880126953125,963.880126953125,2971642
2021-12-13 14:30:00,963.9450073242188,975.639892578125,961.3900756835938,967.6799926757812,967.6799926757812,2816933
2021-12-13 15:30:00,967.72998046875,972.9400024414062,964.6199951171875,965.97998046875,965.97998046875,1759868
2021-12-14 09:30:00,945.0,958.0,931.0,953.9349975585938,953.9349975585938,7537210
2021-12-14 10:30:00,954.0910034179688,958.469970703125,939.0999755859375,941.7999877929688,941.7999877929688,2880882
2021-12-14 11:30:00,941.60498046875,943.8900146484375,933.8200073242188,935.6621704101562,935.6621704101562,2444321
2021-12-14 12:30:00,935.5999755859375,942.1300048828125,930.0,936.9990234375,936.9990234375,2615379
2021-12-14 13:30:00,936.8300170898438,945.3599853515625,932.0,942.4769287109375,942.4769287109375,1945075
2021-12-14 14:30:00,942.6275024414062,966.3499755859375,941.5599975585938,964.6901245117188,964.6901245117188,3417124
2021-12-14 15:30:00,965.0250244140625,966.4099731445312,954.8800048828125,958.3699951171875,958.3699951171875,1834700
2021-12-15 09:30:00,953.2100219726562,970.5700073242188,946.0,946.969970703125,946.969970703125,4725167
2021-12-15 10:30:00,946.510009765625,954.1754150390625,937.0499877929688,940.908203125,940.908203125,2703807
2021-12-15 11:30:00,940.9351196289062,940.9351196289062,928.2501220703125,938.2548828125,938.2548828125,3219397
2021-12-15 12:30:00,938.146728515625,944.1900024414062,933.530029296875,937.3200073242188,937.3200073242188,1800073
2021-12-15 13:30:00,937.1599731445312,962.0,934.6400146484375,944.8099975585938,944.8099975585938,4427861
2021-12-15 14:30:00,945.0,978.7498779296875,939.2171020507812,974.760009765625,974.760009765625,4542408
2021-12-15 15:30:00,974.9000244140625,977.6300048828125,965.010009765625,975.9299926757812,975.9299926757812,2305834
2021-12-16 09:30:00,994.5,994.97998046875,955.4500122070312,963.5,963.5,6924164
2021-12-16 10:30:00,963.5499877929688,966.2999267578125,932.0200805664062,943.5,943.5,5187580
2021-12-16 11:30:00,943.530029296875,943.77001953125,929.0,938.1699829101562,938.1699829101562,3463295
2021-12-16 12:30:00,938.2999877929688,943.469970703125,931.2999877929688,942.2100830078125,942.2100830078125,2095795
2021-12-16 13:30:00,942.2100219726562,946.0,929.5,933.2501220703125,933.2501220703125,2385909
2021-12-16 14:30:00,933.4149780273438,938.9199829101562,925.1500244140625,932.0399780273438,932.0399780273438,3660938
2021-12-16 15:30:00,932.47998046875,936.719970703125,921.8499755859375,926.719970703125,926.719970703125,2771897
2021-12-17 09:30:00,914.77001953125,941.8499755859375,909.0401000976562,929.10009765625,929.10009765625,9017360
2021-12-17 10:30:00,929.0999755859375,960.659912109375,928.2999877929688,953.6400146484375,953.6400146484375,5291500
2021-12-17 11:30:00,953.5759887695312,955.0,941.4199829101562,944.5599975585938,944.5599975585938,2768355
2021-12-17 12:30:00,944.3400268554688,948.530029296875,938.7899780273438,947.3699951171875,947.3699951171875,1680707
2021-12-17 13:30:00,947.5800170898438,954.5999755859375,945.0,950.5213012695312,950.5213012695312,1646843
2021-12-17 14:30:00,950.2000732421875,952.469970703125,938.3099975585938,939.530029296875,939.530029296875,1785731
2021-12-17 15:30:00,939.9600219726562,942.0,931.1500244140625,931.1500244140625,931.1500244140625,2511062
2021-12-20 09:30:00,910.7000122070312,918.7000122070312,898.0,906.0311889648438,906.0311889648438,6046840
2021-12-20 10:30:00,906.4000244140625,910.8300170898438,893.3900146484375,901.4099731445312,901.4099731445312,3587135
2021-12-20 11:30:00,901.2800903320312,910.0,898.27001953125,905.5305786132812,905.5305786132812,1859683
2021-12-20 12:30:00,905.2999877929688,905.4099731445312,896.6801147460938,901.2150268554688,901.2150268554688,1488907
2021-12-20 13:30:00,901.0,905.5900268554688,897.510009765625,898.2000122070312,898.2000122070312,1402471
2021-12-20 14:30:00,898.0,904.4310302734375,897.0001220703125,902.7899169921875,902.7899169921875,1371263
2021-12-20 15:30:00,902.5238037109375,903.1599731445312,897.5,900.0999755859375,900.0999755859375,1425065
2021-12-21 09:30:00,916.8699951171875,921.389892578125,892.0599975585938,894.4000244140625,894.4000244140625,6306008
2021-12-21 10:30:00,894.260009765625,900.5999755859375,886.1199951171875,897.9801025390625,897.9801025390625,3556554
2021-12-21 11:30:00,898.150390625,912.4498901367188,897.530029296875,908.97998046875,908.97998046875,2490582
2021-12-21 12:30:00,908.7100219726562,920.8800048828125,904.5300903320312,920.4400024414062,920.4400024414062,2541802
2021-12-21 13:30:00,920.5050048828125,936.5999755859375,920.5050048828125,930.66162109375,930.66162109375,3776576
